,0
0,-282.49040999998397
1,0.0
2,0.0
3,115.61999999999534
4,989.7400000000052
5,-347.2700000000041
6,-207.8700000000099
7,167.2800000000134
8,0.0
9,0.0
10,48.7899999999936
11,84.4600000000064
12,462.8899999999994
13,576.4600000000064
14,200.89999999999418
15,0.0
16,0.0
17,0.0
18,-766.7000000000116
19,315.29000000000815
20,-18.04000000000815
21,-150.47000000000116
22,0.0
23,0.0
24,1093.8800000000192
25,343.16999999999825
26,77.48999999999069
27,-112.75
28,189.0100000000093
29,0.0
30,0.0
31,149.2399999999907
32,113.98000000001048
33,65.18999999998778
34,-313.24000000000524
35,66.41999999999825
36,0.0
37,0.0
38,-227.95999999999185
39,7.380000000004657
40,418.1999999999971
41,123.81999999999243
42,381.30000000001746
43,0.0
44,0.0
45,400.15999999998894
46,223.86000000000058
47,129.55999999999767
48,587.5300000000134
49,-112.34000000001106
50,0.0
51,0.0
52,-188.59999999999127
53,242.30999999998312
54,188.60000000000582
55,-176.7100000000064
56,91.84000000001106
57,0.0
58,0.0
59,183.26999999998952
60,70.52000000001863
61,77.89999999999418
62,34.439999999987776
63,537.5100000000093
64,0.0
65,0.0
66,-419.429999999993
67,170.14999999999418
68,-491.179999999993
69,133.25
70,847.4700000000012
71,0.0
72,0.0
73,-337.84000000001106
74,99.63000000000466
75,168.10000000000582
76,20.089999999981956
77,327.59000000001106
78,0.0
79,0.0
80,134.88999999999942
81,-20.09000000001106
82,153.34000000001106
83,-400.1600000000035
84,-95.11999999999534
85,0.0
86,0.0
87,104.13999999999942
88,-244.77000000000407
89,-584.25
90,861.8199999999924
91,-278.3899999999994
92,0.0
93,0.0
94,134.88999999999942
95,692.4900000000198
96,-79.95000000001164
97,0.0
98,218.94000000000233
99,0.0
100,0.0
101,-41.0
102,1050.4199999999983
103,-39.76999999998952
104,881.9099999999889
105,-219.7600000000093
106,0.0
107,0.0
108,-113.97999999998137
109,-404.66999999999825
110,-12.300000000017462
111,316.11000000001513
112,595.3199999999924
113,0.0
114,0.0
115,348.0899999999965
116,168.9200000000128
117,-51.660000000018044
118,-444.4399999999878
119,975.7999999999884
120,0.0
121,0.0
122,588.3500000000058
123,-356.29000000000815
124,-91.01999999998952
125,218.1200000000099
126,-50.43000000000757
127,0.0
128,0.0
129,0.0
130,-116.44000000000233
131,86.91999999999825
132,201.72000000000116
133,-571.1299999999901
134,0.0
135,0.0
136,0.0
137,910.1999999999825
138,707.25
139,448.13000000000466
140,785.5600000000122
141,0.0
142,0.0
143,186.95999999999185
144,146.77999999999884
145,-125.45999999999185
146,792.5299999999843
147,765.8800000000047
148,0.0
149,0.0
150,0.0
151,-402.61999999999534
152,1071.7399999999907
153,-185.72999999998137
154,503.06999999999243
155,0.0
156,0.0
157,929.4699999999866
158,252.56000000001222
159,-65.19000000000233
160,70.11000000000058
161,1378.4199999999983
162,0.0
163,0.0
164,-792.9399999999878
165,-1275.1000000000204
166,56.580000000001746
167,-75.02999999998428
168,-2453.850000000006
169,0.0
170,0.0
171,-4640.789999999994
172,1894.1999999999825
173,-552.679999999993
174,-4127.059999999998
175,1580.550000000003
176,0.0
177,0.0
178,1494.449999999997
179,284.54000000000815
180,1463.2899999999936
181,1335.3699999999953
182,41.81999999999243
183,0.0
184,0.0
185,0.0
186,-654.359999999986
187,-612.1300000000047
188,107.83000000000175
189,1776.9400000000023
190,0.0
191,0.0
192,1324.2999999999884
193,-1448.1199999999808
194,-1248.4500000000116
195,-1482.5599999999977
196,556.7799999999988
197,0.0
198,0.0
199,1217.2900000000081
200,294.3799999999901
201,-54.11999999999534
202,498.9699999999866
203,1951.6000000000204
204,0.0
205,0.0
206,-145.55000000001746
207,-726.1100000000006
208,-649.0299999999843
209,-88.15000000000873
210,191.88000000000466
211,0.0
212,0.0
213,-1602.6900000000023
214,164.82000000000698
215,-205.41000000001804
216,-2797.839999999982
217,-2272.6300000000047
218,0.0
219,0.0
220,2881.8899999999994
221,-1883.1300000000047
222,-312.41999999999825
223,1470.6699999999983
224,0.0
225,0.0
226,0.0
227,-2418.5899999999965
228,1335.3699999999953
229,1239.840000000011
230,744.1499999999942
231,-2393.170000000013
232,0.0
233,0.0
234,356.29000000000815
235,1792.1100000000006
236,-601.8799999999901
237,893.7999999999884
238,-315.2899999999936
239,0.0
240,0.0
241,883.1399999999994
242,1170.5499999999884
243,92.25
244,-635.9099999999889
245,-942.5900000000111
246,0.0
247,0.0
248,6.150000000008731
249,-1464.9300000000076
250,198.44000000001688
251,1129.1399999999994
252,121.76999999998952
253,0.0
254,0.0
255,-896.2599999999948
256,276.75
257,-784.3300000000017
258,-243.5399999999936
259,1381.2899999999936
260,0.0
261,0.0
262,377.6100000000006
263,-29.110000000000582
264,1060.6699999999983
265,1036.4800000000105
266,190.64999999997963
267,0.0
268,0.0
269,98.81000000001222
270,-765.8800000000047
271,451.4100000000035
272,-95.52999999999884
273,-293.5600000000122
274,0.0
275,0.0
276,821.640000000014
277,-351.36999999999534
278,362.84999999999127
279,-226.72999999999593
280,-263.63000000000466
281,0.0
282,0.0
283,0.0
284,-1290.2699999999895
285,1400.1499999999942
286,-768.3400000000111
287,1203.3500000000058
288,0.0
289,0.0
290,502.25
291,79.13000000000466
292,965.5499999999884
293,-81.17999999999302
294,355.0600000000122
295,0.0
296,0.0
297,121.76999999998952
298,198.84999999999127
299,-460.0199999999895
300,281.25999999999476
301,-116.02999999999884
302,0.0
303,0.0
304,-242.30999999999767
305,-457.5599999999977
306,193.93000000000757
307,-719.9600000000064
308,209.91999999999825
309,0.0
310,0.0
311,-1550.2099999999919
312,245.58999999998196
313,-960.6299999999901
314,683.8799999999901
315,84.4600000000064
316,0.0
317,0.0
318,341.9400000000023
319,-553.0900000000111
320,0.0
321,958.9900000000198
322,951.6100000000006
323,0.0
324,0.0
325,998.3499999999913
326,396.47000000000116
327,-812.6200000000099
328,995.070000000007
329,123.81999999999243
330,0.0
331,0.0
332,-118.08000000000175
333,455.9200000000128
334,248.86999999999534
335,-456.33000000000175
336,-109.05999999999767
337,0.0
338,0.0
339,211.15000000000873
340,550.2200000000012
341,1052.4700000000012
342,-353.83000000000175
343,-763.4199999999983
344,0.0
345,0.0
346,-665.0200000000186
347,561.2900000000081
348,-120.1299999999901
349,568.2599999999802
350,538.3300000000017
351,0.0
352,0.0
353,412.05000000001746
354,330.04999999998836
355,-30.75
356,-168.91999999999825
357,-832.2999999999884
358,0.0
359,0.0
360,-465.3500000000204
361,739.2300000000105
362,-885.1900000000023
363,915.1200000000099
364,387.0399999999936
365,0.0
366,0.0
367,283.72000000000116
368,242.30999999999767
369,-46.73999999999069
370,-198.44000000000233
371,726.1100000000006
372,0.0
373,0.0
374,904.0499999999884
375,31.979999999995925
376,677.320000000007
377,-529.3099999999977
378,15.989999999990687
379,0.0
380,0.0
381,0.0
382,-196.8000000000029
383,-332.91999999999825
384,-432.54999999998836
385,-261.1700000000128
386,0.0
387,0.0
388,223.45000000001164
389,441.15999999998894
390,42.23000000001048
391,625.6599999999889
392,32.80000000001746
393,0.0
394,0.0
395,-663.3800000000047
396,635.9099999999889
397,149.24000000000524
398,934.8000000000029
399,-44.279999999998836
400,0.0
401,0.0
402,-422.3000000000029
403,-156.2100000000064
404,-393.1900000000023
405,329.2300000000105
406,-0.819999999992433
407,0.0
408,0.0
409,435.00999999999476
410,-47.560000000012224
411,85.28000000001339
412,-979.8999999999942
413,-657.6399999999994
414,0.0
415,0.0
416,-46.74000000001979
417,-167.68999999998778
418,-3881.060000000012
419,-2349.709999999992
420,1589.1600000000035
421,0.0
422,0.0
423,-669.9400000000023
424,2424.3300000000017
425,-29.110000000000582
426,-1657.62999999999
427,-41.0
428,0.0
429,0.0
430,-487.90000000000873
431,-622.7899999999936
432,-3468.190000000017
433,2028.2700000000186
434,-1922.0800000000017
435,0.0
436,0.0
437,-715.0400000000081
438,1696.5800000000017
439,1193.5099999999948
440,1173.8300000000017
441,-709.7100000000064
442,0.0
443,0.0
444,625.25
445,702.7400000000052
446,2396.0399999999936
447,-289.45999999999185
448,-1058.6199999999953
449,0.0
450,0.0
451,-2246.390000000014
452,-165.63999999999942
453,-844.5999999999913
454,1173.4199999999983
455,248.86999999999534
456,0.0
457,0.0
458,-1867.1399999999849
459,-2002.4400000000169
460,329.6399999999994
461,0.0
462,-712.1699999999983
463,0.0
464,0.0
465,1676.4900000000052
466,357.5200000000041
467,2526.4199999999983
468,-247.22999999999593
469,918.8099999999977
470,0.0
471,0.0
472,1238.199999999997
473,-3702.7100000000064
474,0.0
475,-168.50999999999476
476,-2577.6699999999983
477,0.0
478,0.0
479,190.2399999999907
480,-38.539999999979045
481,585.8899999999994
482,-21.730000000010477
483,-2074.1900000000023
484,0.0
485,0.0
486,-2214.409999999989
487,9.019999999989523
488,-1607.199999999997
489,-1621.1399999999994
490,-2082.800000000003
491,0.0
492,0.0
493,-2686.320000000007
494,0.0
495,4780.600000000006
496,866.3300000000017
497,-126.69000000000233
498,0.0
499,0.0
500,865.5099999999948
501,0.0
502,130.3800000000192
503,-2547.74000000002
504,3446.0500000000175
505,0.0
506,0.0
507,727.75
508,1013.5199999999895
509,432.5500000000029
510,478.8799999999901
511,-15.579999999987194
512,0.0
513,0.0
514,-559.6499999999942
515,1135.2899999999936
516,237.79999999998836
517,814.2600000000093
518,1424.75
519,0.0
520,0.0
521,0.0
522,-1550.2099999999919
523,237.79999999998836
524,148.83000000000175
525,919.6300000000047
526,0.0
527,0.0
528,-857.3100000000122
529,-157.84999999999127
530,1683.050000000003
531,945.0499999999884
532,99.63000000001921
533,0.0
534,0.0
535,751.9399999999878
536,526.0299999999988
537,-249.68999999998778
538,-1047.9600000000064
539,75.02999999999884
540,0.0
541,0.0
542,78.72000000000116
543,1432.1300000000047
544,340.3000000000029
