,0
1452,182167.27959000002
1453,182167.27959000002
1454,182167.27959000002
1455,181996.30959000002
1456,182176.70959
1457,182625.65959
1458,183163.98959
1459,183457.95959
1460,183457.95959
1461,183457.95959
1462,183938.06959000003
1463,182641.23959
1464,180681.02959000002
1465,180907.75959000003
1466,182378.42959
1467,182378.42959
1468,182378.42959
1469,183930.68959
1470,184205.38959
1471,184613.74959
1472,183539.95959
1473,185154.12959
1474,185154.12959
1475,185154.12959
1476,185950.34959
1477,185699.83959000002
1478,185757.64959000002
1479,186284.90959
1480,186222.58959000002
1481,186222.58959000002
1482,186222.58959000002
1483,186222.58959000002
1484,185591.18959
1485,185346.82959
1486,184494.43959
1487,183071.73959
1488,183071.73959
1489,183071.73959
1490,183487.88959
1491,182435.00959000003
1492,183978.65959
1493,183693.70959
1494,182022.54959
1495,182022.54959
1496,182022.54959
1497,178936.88959
1498,178791.74959
1499,180491.19959000003
1500,182678.13959
1501,182944.63959
1502,182944.63959
1503,182944.63959
1504,182437.46959
1505,178727.78959000003
1506,179007.81959000003
1507,176879.09959
1508,178908.59959
1509,178908.59959
1510,178908.59959
1511,176588.81959000003
1512,178444.47959000003
1513,179175.50959000003
1514,180660.11959000002
1515,180314.89959000002
1516,180314.89959000002
1517,180314.89959000002
1518,179078.74959
1519,178646.60959
1520,179185.75959000003
1521,182238.61959000002
1522,183596.12959
1523,183596.12959
1524,183596.12959
1525,184214.81959000003
1526,185574.78959000003
1527,186253.74959
1528,186810.93959
1529,186610.85959
1530,186610.85959
1531,186610.85959
1532,187495.63959
1533,187836.34959
1534,186888.83959000002
1535,188723.17959
1536,189090.53959000003
1537,189090.53959000003
1538,189090.53959000003
1539,189430.42959
1540,190126.60959
1541,191353.32959
1542,192152.41959000003
1543,192868.68959
1544,192868.68959
1545,192868.68959
1546,193039.65959
1547,192365.20959
1548,190785.06959000003
1549,190890.02959000002
1550,192266.80959000002
1551,192266.80959000002
1552,192266.80959000002
1553,192264.75959000003
1554,193006.85959
1555,192505.42959
1556,193156.09959
1557,192886.31959000003
1558,192886.31959000003
1559,192886.31959000003
1560,192270.49959
1561,192588.65959
1562,193029.81959000003
1563,193029.81959000003
1564,188649.37959
1565,188649.37959
1566,188649.37959
1567,191136.02959000002
1568,187516.95959
1569,185304.59959
1570,187931.05959000002
1571,186345.58959000002
1572,186345.58959000002
1573,186345.58959000002
1574,188528.42959
1575,192426.70959
1576,193019.56959000003
1577,191635.40959
1578,193462.77959000002
1579,193462.77959000002
1580,193462.77959000002
1581,191697.72959000003
1582,190267.64959000002
1583,193373.80959000002
1584,191685.42959
1585,189716.19959000003
1586,189716.19959000003
1587,189716.19959000003
1588,187558.77959000002
1589,190888.38959
1590,192828.91959000003
1591,194027.34959
1592,194027.34959
1593,194027.34959
1594,194027.34959
1595,196708.74959
1596,196510.30959000002
1597,196785.41959000003
1598,196197.88959
1599,195683.33959000002
1600,195683.33959000002
1601,195683.33959000002
1602,196928.91959000003
1603,196805.09959
1604,192993.73959
1605,192808.00959000003
1606,192028.18959
1607,192028.18959
1608,192028.18959
1609,191751.84959
1610,193505.82959
1611,194050.30959000002
1612,191290.18959
1613,191446.80959000002
1614,191446.80959000002
1615,191446.80959000002
1616,191446.80959000002
1617,187931.46959
1618,186113.11959000002
1619,184061.88959
1620,180585.49959
1621,180585.49959
1622,180585.49959
1623,181085.28959000003
1624,178884.40959
1625,178617.08959000002
1626,177656.86959000002
1627,181975.80959000002
1628,181975.80959000002
1629,181975.80959000002
1630,185407.50959000003
1631,186678.09959
1632,188434.53959000003
1633,183844.99959
1634,184791.68959
1635,184791.68959
1636,184791.68959
1637,184108.62959
1638,185653.09959
1639,188344.33959000002
1640,184937.23959
1641,181434.19959000003
1642,181434.19959000003
1643,181434.19959000003
1644,180738.42959
1645,183583.82959
1646,183745.36959000002
1647,179860.61959000002
1648,178573.62959
1649,178573.62959
1650,178573.62959
1651,178573.62959
1652,176765.11959000002
1653,173515.45959
1654,176106.65959
1655,180040.60959
1656,180040.60959
1657,180040.60959
1658,179601.49959
1659,176826.61959000002
1660,180118.09959
1661,179173.04959
1662,177753.62959
1663,177753.62959
1664,177753.62959
1665,172514.64959000002
1666,171268.65959
1667,175663.03959000003
1668,174910.27959000002
1669,172646.66959000003
1670,172646.66959000003
1671,172646.66959000003
1672,171367.46959
1673,175030.40959
1674,178942.21959
1675,181148.42959
1676,183257.87959
1677,183257.87959
1678,183257.87959
1679,183178.33959000002
1680,185245.96959
1681,182975.79959
1682,185596.51959
1683,186535.41959000003
1684,186535.41959000003
1685,186535.41959000003
1686,187866.27959000002
